hough_no_lines,hough_line_sd,hough_sd,hough_kurtosis,hough_max_z
15,0.741850593586,46.4320659664,5.970868582617795,6.30221236197
35,1.07758684761,92.14228863,0.3282001874907956,3.46474441862
42,0.948760371246,93.5542761271,-0.35559639586037806,3.513804783
11,1.04866064864,77.969400727,2.672640346245803,4.74316682637
38,0.920484770812,112.038344078,-0.2514513930134683,3.23254359166
6,1.35559946519,63.3280083627,4.8740371963521865,6.01949615278
30,1.03368019107,86.1426844105,0.9739863805622373,4.04268108929
32,0.956487613577,96.0584545829,0.5352027128286982,3.28956218495
22,0.98590820046,83.9459468097,0.7621066683607953,3.72709002174
50,0.978968854175,93.4687825917,0.31546440644635965,3.64918835188
24,0.852227985755,95.7550187418,0.7250655524708818,3.28145064451
13,1.00676199588,56.8946329593,4.0855351312534705,5.3710779874
29,1.11841104292,100.066418459,1.1306926455184225,3.58606933145
16,1.21006468694,90.1083888994,2.4541670697455436,4.08733902362
15,1.17620663881,85.8691231188,1.3915062540946215,4.00542327279
23,1.05867898571,71.4297926832,2.9602974450704176,5.12143417508
37,0.930657638674,116.089866538,-0.1550249499804277,3.17920944356
35,1.14448686227,97.1453618702,0.7362024841715065,3.53628823226
22,1.09821555638,90.0066979773,1.6881394045024747,4.01049022189
30,1.09946649609,99.7493662418,0.9128710442679755,3.75380379132
27,0.841955608742,104.161373356,0.9297870303916937,3.82050356072
25,1.13760014769,101.196955735,1.363182771711748,3.66423840141
25,0.92096040597,101.478130007,0.1581884253820589,3.31027485497
29,1.02042947897,101.261938382,0.8843634418945219,3.52223160744
26,1.18034586609,75.0555006571,1.8026542304527435,4.32131607713
20,1.05401668702,97.6067384195,1.8700099360227806,3.81426534713
29,0.706022679917,77.8912291787,2.6261654140828146,4.80271572087
30,1.03240597811,60.675077828,0.4796611272478728,4.08591131462
29,1.12529723379,122.319390504,-0.22140140827383004,2.80064345145
29,0.7440390615,116.042171183,0.4144843440089496,3.51306767052
24,1.01497472529,80.0038642754,2.676020245259468,4.4672717154
33,1.01503053004,72.1947319799,1.3806218475684053,5.07729375449
14,1.1433530444,84.8610472254,2.2082791107390802,4.39951197344
25,1.01082449448,82.3069830546,1.2274255378989478,4.25193570475
45,0.96772943376,116.884352537,-0.4272287140475415,2.83109751493
24,1.19116135285,70.864788934,0.9700385642759355,4.69778468734
32,1.00351715188,139.761778075,-0.5605054395452123,2.7790913643
32,1.02645658495,96.6997910345,0.2163756574695661,3.37327512821
2,1.5356947329,39.0531014946,11.439544892512922,8.9680784401
24,1.0573290549,67.7318448802,2.2556848024719347,4.30614536898
25,0.926853847978,96.0793741002,1.1829719284118125,3.70456738161
21,1.09944278675,100.527058904,0.45041023044808703,3.64930623642
33,1.03447749498,66.5266470335,1.0174188778076676,4.31227537403
27,0.936168889959,38.7811873635,1.5226267514551726,3.97961652636
25,1.04613680202,81.3120972789,1.8703071828039572,4.47405751634
25,1.13984555741,86.3667516923,0.11583138342163402,3.93340257413
36,0.977576102863,104.990917156,-0.07637655463889192,3.43363035362
26,1.08497565583,92.8038489176,0.5380716047187972,3.87716273836
26,0.945088234954,80.4602403355,1.5744087849223858,4.19959232649
29,0.841610914607,88.0877669008,0.8193575494696637,3.86676103957
34,0.961062900382,103.437652385,0.17719592039137755,3.05532207808
24,0.885170216941,112.322082402,0.24296884722982348,3.37648654556
26,1.10759180748,96.5616538839,0.42119573491615325,3.36509764352
42,0.941672589434,53.2404190067,0.9688976456615839,3.80690043879
15,0.85982108762,81.990480734,1.8264143307672454,4.69062989455
35,1.04787685813,85.760566919,0.5311010036274104,3.1646027848
11,1.28067854348,82.6195311763,2.24118509228859,4.49710804508
32,0.994924105256,89.2721025013,0.3827838533533554,3.838581126
20,1.11872942955,88.5323471386,1.504434830956951,3.98412808342
19,1.15422900539,70.340132483,1.6668866614210467,4.03120587844
22,0.928085288969,98.3993422771,1.2604623232577863,3.65662780851
16,1.18152194472,78.508424843,1.4275192378071182,4.47084307994
